,Link,Title,Company Name,Location,Date,Salary
302,https://in.indeed.com//rc/clk?jk=13595d4af208d315&fccid=c92aa478d89f2b69&vjs=3,"Business Intelligence Manager, Product Analytics",Flyhomes India,"Noida, Uttar Pradesh",Posted18 days ago,N/A
303,https://in.indeed.com//rc/clk?jk=eb4417a4d21f211e&fccid=faafb1e3608f262f&vjs=3,AI ML - Solution Architect or Senior Data Analyst,Mothersonsumi INfotech & Designs,"Noida, Uttar Pradesh",Posted18 days ago,N/A
304,https://in.indeed.com//rc/clk?jk=db87018c770707f1&fccid=1544766d4c2915b0&vjs=3,newSaT_DnA_DE_Senior Analyst_Core,EY,"Noida, Uttar Pradesh",Posted7 days ago,N/A
305,https://in.indeed.com//rc/clk?jk=52ad27d03f32b903&fccid=ce4e7195ecb293be&vjs=3,Senior Software Engineer - ETL/Power BI/DOCKER ( 6-8 Years ),R Systems,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
306,https://in.indeed.com//rc/clk?jk=724b907b80fb1661&fccid=f8b265243da9f9d7&vjs=3,bi senior developer,Randstad,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
307,https://in.indeed.com//rc/clk?jk=73d4259fd0e66b91&fccid=424b9d5ffaae8f0b&vjs=3,Oracle HCM BI Technical Lead/Manager,Technip Energies,"Noida, Uttar Pradesh",Posted30+ days ago,N/A
308,https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BRT_J8tESNZROimpc0WyD7EGfhllYDKcBPIyLxids1Tds0XE-AWRCee3Hrfxz-ITHByRiJznCkVj4y72847kbvKt0ICqQUtAoOI5RQ3vYGgkOLccmtnDSMlEroWEevZQyPwtdkX9QA8p7JbrIS4JNOSop1SZ9DaMrE5UmmjCZWg-QGPzHvb5ZSVx77GlVuBblIlRoXKHiOPcCg0hrgZnLQbEsdIS2bcqaKu30tVWtsZlbUfqp9-1eZ15sa4dsrkPeI6DYFRyf_vG-Y2Cj-Ev0tTCEHc0FWkO-KGMBGLug07rMeGAMgGmRa9AB2acPxdwy7tz3YXqhp3nrRYxd-AXLIhcR1lEtLjaZoljI6CUd_6vlnbUi6z_hndUDTL8Xn2qgCojxd9iN2Of3KWXRp_SxOCa5thmdJldYisj8q9pNMtShiKt0dIn8XaKDmKLV3fWIi2OuFNOYZn7VXEYWvhQ0hmP1gekWXnGE=&p=7&fvj=0&vjs=3,newIT HR Senior Business Analyst,Boston Consulting Group,"New Delhi, Delhi",Posted8 days ago,N/A
309,https://in.indeed.com//rc/clk?jk=1919eef0ef326a10&fccid=49edf7ec660670a1&vjs=3,Software/Senior Software Engineer- Data Analytics,PubMatic,"Temporarily Remote in New Delhi, Delhi",Posted21 days ago,N/A
310,https://in.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0BRT_J8tESNZROimpc0WyD7EGfhllYDKcBPIyLxids1Tds0XE-AWRCee3Hrfxz-ITHKTJBiA-Eoohq1h1wmP37zT5WzqpqH1McQgi8c-OwmutE1Fk8G4V0Wa8olvfwjBmZ0Ud9gdeBCZ4TV_r-rzzc0qwSqC2DDH2NWOWG_OvgzczAv2Yj-eqNvlhfcxI1ZealmOUvIchBRx28hvXQsuwTgiUBZX2F4bZJ_rJKfc2n_4u0_ItaDpsaa_OTYsVfP3Jub7arkdaH_dSKMZkzsoPKvDQwM2_hDSB7m3Qowqrp51kbbwGkxiKY8Ih4ULCSKlc2GoT3C5fCachhd9soIgh1eN4kvZxelG0vrH1DZZ4UY32ZzKshDefI9UDHDkNaBW9JYI85rndyjrjYnB2Rww67p_k-J1qQihDIJfKjyxnJgOe7KsejlH3U-hpJRCUxfWjP_bqsDZpq7VvdGEFDjZxYqz1RAglGqOq4=&p=9&fvj=0&vjs=3,Lead Visual Engineer/Analyst,Boston Consulting Group,"New Delhi, Delhi",Posted30+ days ago,N/A
311,https://in.indeed.com//rc/clk?jk=c9139227ffd6c8cf&fccid=0b5620ad3cf68706&vjs=3,QA Analyst (Software Tester)- Manual/Automation/Database,Glan Management Consultancy,"Ghaziabad, Uttar Pradesh",Posted30+ days ago,N/A
312,https://in.indeed.com//rc/clk?jk=999e8787afa5631c&fccid=a0f16c8c7f9205c3&vjs=3,newPrincipal Software Engineer - Data Analytics,RS Consultants,"New Delhi, Delhi",Posted4 days ago,N/A
313,https://in.indeed.com//rc/clk?jk=8740351708cb6106&fccid=49edf7ec660670a1&vjs=3,Principal Software Engineer - Data Analytics,PubMatic,"Temporarily Remote in New Delhi, Delhi",Posted21 days ago,N/A
